Datum;Erster;Hoch;Tief;Schlusskurs;Volumen
05.10.2011;5.341,31;5.466,64;5.266,62;5.453,75;3.683.810.560
04.10.2011;5.286,72;5.288,42;5.125,51;5.216,71;3.820.105.216
03.10.2011;5.311,12;5.437,74;5.289,54;5.376,7;2.627.413.248
30.09.2011;5.605,18;5.605,55;5.438,55;5.502,02;3.655.532.288
29.09.2011;5.554,97;5.704,41;5.533,38;5.639,58;3.220.029.440
28.09.2011;5.560,33;5.698,1;5.520,89;5.578,42;3.318.596.608
27.09.2011;5.508,85;5.638,04;5.483,87;5.628,44;4.757.816.320
26.09.2011;5.127,8;5.414,85;5.119,48;5.345,56;4.181.934.080
23.09.2011;5.227,55;5.229,47;4.974,06;5.196,56;4.080.242.688
22.09.2011;5.262,1;5.288,55;5.135,85;5.164,21;4.296.428.032
21.09.2011;5.557,07;5.557,92;5.417,85;5.433,8;2.920.331.264
20.09.2011;5.373,49;5.577,6;5.371,57;5.571,68;3.057.635.840
19.09.2011;5.447,32;5.496,01;5.362,26;5.415,91;3.115.923.712
16.09.2011;5.605,91;5.653,28;5.524,22;5.573,51;8.363.587.072
15.09.2011;5.388,07;5.566,43;5.375,25;5.508,24;4.479.761.920
14.09.2011;5.107,41;5.346,63;5.105,82;5.340,19;4.333.198.848
13.09.2011;5.152,78;5.221,82;4.969,84;5.166,36;4.316.322.816
12.09.2011;5.066,19;5.126,19;4.965,8;5.072,33;4.373.917.696
09.09.2011;5.383,12;5.400,79;5.174,63;5.189,93;3.852.537.600
08.09.2011;5.410,08;5.473,1;5.313,78;5.408,46;3.242.192.640
07.09.2011;5.335,37;5.406,23;5.277,5;5.405,53;3.632.067.840
06.09.2011;5.248,31;5.332,11;5.150,05;5.193,97;4.439.868.416
05.09.2011;5.409,19;5.421,11;5.208,43;5.246,18;3.771.199.232
02.09.2011;5.623,64;5.635,5;5.493,86;5.538,33;3.567.621.120
01.09.2011;5.793,2;5.794,16;5.639,03;5.730,63;3.749.356.800
31.08.2011;5.685,81;5.869,56;5.649,21;5.784,85;4.952.792.064
30.08.2011;5.715,4;5.729,55;5.572,69;5.643,92;2.682.912.768
29.08.2011;5.634,52;5.713,76;5.587,78;5.670,07;1.984.247.936
26.08.2011;5.582,4;5.588,64;5.403,83;5.537,48;3.610.146.048
25.08.2011;5.741,88;5.777,04;5.457,14;5.584,14;4.620.827.136
24.08.2011;5.579,8;5.741,37;5.514,82;5.681,08;3.670.201.856
23.08.2011;5.529,57;5.636,01;5.452,74;5.532,38;3.574.192.128
22.08.2011;5.410,97;5.591,31;5.409,61;5.473,78;3.387.265.792
19.08.2011;5.581,51;5.595,15;5.345,36;5.480;0
18.08.2011;5.854,36;5.892,57;5.535,61;5.602,8;5.355.967.488
17.08.2011;5.910,5;6.018,37;5.870,17;5.948,94;3.087.914.752
16.08.2011;5.957,94;5.998,31;5.849,52;5.994,9;3.414.781.440
15.08.2011;6.075,59;6.106,11;6.008,01;6.022,24;3.093.886.976
12.08.2011;5.775,96;6.023,75;5.678,62;5.997,74;5.171.694.080
11.08.2011;5.771,21;5.825,08;5.487,82;5.797,66;7.210.195.456
10.08.2011;6.040,68;6.089,08;5.550,35;5.613,42;8.645.829.632
09.08.2011;5.896,14;6.026,27;5.502,63;5.917,08;9.497.544.704
08.08.2011;6.170,69;6.272,94;5.911,09;5.923,27;7.189.903.872
05.08.2011;6.338,77;6.436,66;6.152,62;6.236,16;8.154.694.656
04.08.2011;6.714,79;6.730,43;6.391,54;6.414,76;6.425.282.560
03.08.2011;6.717,84;6.783,07;6.543,6;6.640,59;6.017.272.832
02.08.2011;6.909,43;6.938,34;6.772,38;6.796,75;4.611.732.992
01.08.2011;7.254,5;7.282,01;6.953,98;6.953,98;4.276.529.664
29.07.2011;7.108,27;7.190,91;7.063,82;7.158,77;3.807.928.832
28.07.2011;7.163,95;7.203,01;7.110,13;7.190,06;4.421.185.024
27.07.2011;7.315,75;7.344,17;7.216,58;7.252,68;3.653.466.368
26.07.2011;7.369,89;7.382,8;7.302,5;7.349,45;3.024.350.464
25.07.2011;7.273,6;7.366,78;7.258,52;7.344,54;2.523.260.416
22.07.2011;7.308,48;7.357,25;7.266,79;7.326,39;3.141.557.504
21.07.2011;7.264,98;7.326,61;7.142,43;7.290,14;4.289.719.808
20.07.2011;7.250,18;7.263,18;7.166,37;7.221,36;3.372.683.776
19.07.2011;7.148,48;7.236,44;7.139,76;7.192,67;3.486.914.445
18.07.2011;7.162,82;7.171,55;7.089,09;7.107,92;3.502.933.541
15.07.2011;7.188,7;7.254,1;7.139,68;7.220,12;4.346.601.013
14.07.2011;7.204,94;7.267,28;7.197,49;7.214,74;3.114.520.543
13.07.2011;7.171,47;7.280,16;7.163,09;7.267,87;3.571.608.715
12.07.2011;7.112,19;7.190,47;6.996,26;7.174,14;5.606.920.946
11.07.2011;7.352,73;7.358,5;7.188,96;7.230,25;4.168.424.882
08.07.2011;7.502,83;7.523,53;7.389,8;7.402,73;3.618.455.683
07.07.2011;7.467,82;7.516,15;7.442,98;7.471,44;3.461.073.863
06.07.2011;7.443,93;7.450,71;7.396,74;7.431,19;3.131.665.285
05.07.2011;7.433,13;7.474,93;7.424,73;7.439,44;2.615.400.000
04.07.2011;7.427,14;7.450,38;7.416,73;7.442,96;1.904.940.000
01.07.2011;7.374,49;7.443,2;7.357,03;7.419,44;3.260.590.000
30.06.2011;7.310,34;7.378,35;7.285,44;7.376,24;3.281.070.000
29.06.2011;7.230,95;7.320,3;7.230,95;7.294,14;3.880.120.000
28.06.2011;7.138,5;7.187,08;7.075,19;7.170,43;3.747.320.000
27.06.2011;7.101,15;7.144,44;7.079,11;7.107,9;2.805.540.000
24.06.2011;7.231,73;7.273,32;7.099,22;7.121,38;4.052.550.000
23.06.2011;7.225,2;7.237,2;7.118,52;7.149,44;3.673.680.000
22.06.2011;7.285,93;7.310,1;7.262,37;7.278,19;3.083.130.000
21.06.2011;7.202,88;7.285,51;7.176,74;7.285,51;3.270.580.000
20.06.2011;7.078,59;7.158,24;7.063,86;7.150,21;2.662.130.000
17.06.2011;7.084,27;7.224,11;7.037,24;7.164,05;8.062.760.000
16.06.2011;7.062,18;7.111,64;7.017,98;7.110,2;3.955.470.000
15.06.2011;7.178,05;7.202,17;7.093,23;7.115,08;3.347.250.000
14.06.2011;7.165,14;7.231,49;7.161,21;7.204,79;3.034.420.000
13.06.2011;7.075,91;7.123,88;7.040,42;7.085,14;1.591.320.000
10.06.2011;7.152,55;7.182,83;7.050,84;7.069,9;3.393.290.000
09.06.2011;7.061,87;7.183,78;7.035,86;7.159,66;3.303.548.000
08.06.2011;7.076,31;7.089,15;6.991,62;7.060,23;3.288.410.000
07.06.2011;7.094,14;7.147,63;7.086,9;7.103,25;2.711.410.000
06.06.2011;7.095,4;7.124,31;7.062,73;7.084,57;2.574.390.000
03.06.2011;7.101,48;7.120,12;7.021,36;7.109,03;3.213.820.000
02.06.2011;7.155,86;7.157,59;7.074,12;7.074,12;2.400.790.000
01.06.2011;7.310,56;7.314,66;7.193,89;7.217,43;3.342.720.000
31.05.2011;7.240,12;7.319,69;7.238,77;7.293,69;4.452.660.000
30.05.2011;7.165;7.204,16;7.146,98;7.160,3;1.612.600.000
27.05.2011;7.205,13;7.208,48;7.115,48;7.163,47;3.096.310.000
26.05.2011;7.202,72;7.217,24;7.087,32;7.114,09;4.597.510.000
25.05.2011;7.079,25;7.183,8;7.071,42;7.170,94;4.715.160.000
24.05.2011;7.129,94;7.202,21;7.128,04;7.150,66;3.335.960.000
23.05.2011;7.158,08;7.166,15;7.105,2;7.121,52;3.796.510.000
20.05.2011;7.372,18;7.410,31;7.228,13;7.266,82;7.594.730.000
19.05.2011;7.360,47;7.415,65;7.316,74;7.358,23;3.321.510.000
18.05.2011;7.325,85;7.340,54;7.261,29;7.303,53;2.721.570.000
17.05.2011;7.346,81;7.368,98;7.253,89;7.256,65;3.384.940.000
16.05.2011;7.348,12;7.402,52;7.284,96;7.387,54;3.673.860.000
13.05.2011;7.486,2;7.513,39;7.391,14;7.403,31;3.478.690.000
12.05.2011;7.438,02;7.443,95;7.356,76;7.443,95;5.159.710.000
11.05.2011;7.526,56;7.566,41;7.469,63;7.495,05;4.038.480.000
10.05.2011;7.446,44;7.533,86;7.423,33;7.501,52;3.337.710.000
09.05.2011;7.461,35;7.489,09;7.379,97;7.410,52;4.101.680.000
06.05.2011;7.391,04;7.501,63;7.362,55;7.492,25;6.232.560.000
05.05.2011;7.416,38;7.423,96;7.291,39;7.376,96;6.673.150.000
04.05.2011;7.475,18;7.534,26;7.355,4;7.373,93;6.593.530.000
03.05.2011;7.518,6;7.523,68;7.446,83;7.500,7;5.345.950.000
02.05.2011;7.570,86;7.600,41;7.527,64;7.527,64;2.763.180.000
29.04.2011;7.475;7.514,69;7.461,53;7.514,46;3.527.360.000
28.04.2011;7.450,57;7.480,33;7.426,62;7.475,22;5.302.870.000
27.04.2011;7.374,11;7.428,72;7.361,24;7.404,95;3.296.820.000
26.04.2011;7.288,77;7.359,97;7.278,52;7.356,51;2.403.140.000
21.04.2011;7.294,58;7.316,53;7.280,02;7.295,49;3.118.990.000
20.04.2011;7.137,1;7.261,26;7.136,74;7.249,19;4.776.000.000
19.04.2011;7.050,85;7.078,79;7.027,04;7.039,31;3.857.580.000
18.04.2011;7.165,99;7.174,75;6.994,56;7.026,85;4.035.450.000
15.04.2011;7.166,98;7.193,38;7.085,01;7.178,29;4.916.620.000
14.04.2011;7.160,99;7.184,93;7.099,66;7.146,56;3.106.810.000
13.04.2011;7.135,21;7.201,12;7.122,51;7.177,97;4.599.070.000
12.04.2011;7.131,44;7.177,74;7.089,17;7.102,91;4.536.600.000
11.04.2011;7.215,34;7.224,74;7.157,33;7.204,86;3.153.810.000
08.04.2011;7.226,79;7.253,92;7.195,44;7.217,02;3.134.420.000
07.04.2011;7.212,46;7.241,09;7.175,35;7.178,78;3.375.800.000
06.04.2011;7.197,37;7.242,69;7.157,68;7.215,11;3.494.880.000
05.04.2011;7.174,69;7.186,35;7.129,41;7.175,31;3.391.540.000
04.04.2011;7.178,59;7.200,26;7.168,24;7.175,33;2.475.830.000
01.04.2011;7.086,56;7.192,38;7.086,56;7.179,81;3.567.640.000
31.03.2011;7.068,29;7.079,76;7.041,31;7.041,31;3.127.860.000
30.03.2011;7.010,77;7.065,27;7.002,77;7.057,15;3.312.250.000
29.03.2011;6.952,51;6.960,16;6.867,42;6.934,44;2.689.390.000
28.03.2011;6.931,86;6.981,19;6.915,58;6.938,63;2.313.600.000
25.03.2011;6.971,77;6.988,93;6.920,57;6.946,36;2.670.690.000
24.03.2011;6.798,08;6.941,72;6.787,04;6.933,58;3.380.850.000
23.03.2011;6.749,18;6.807,38;6.720,02;6.804,45;3.063.320.000
22.03.2011;6.822,28;6.826,01;6.765,06;6.780,97;3.285.500.000
21.03.2011;6.782,3;6.829,75;6.781,3;6.816,12;4.916.050.000
18.03.2011;6.715,17;6.761,31;6.655,69;6.664,4;8.461.540.000
17.03.2011;6.557,85;6.692,83;6.517,18;6.656,88;4.837.840.000
16.03.2011;6.696,31;6.733,03;6.501,85;6.513,84;6.010.820.000
15.03.2011;6.668,99;6.714,83;6.483,39;6.647,66;8.968.930.000
14.03.2011;6.896,31;6.946,44;6.847,94;6.866,63;5.409.360.000
11.03.2011;7.002,26;7.014,02;6.935,36;6.981,49;4.631.950.000
10.03.2011;7.078,69;7.109,71;7.021,95;7.063,09;3.961.480.000
09.03.2011;7.177,55;7.217,54;7.109,26;7.131,8;3.505.400.000
08.03.2011;7.211,06;7.222,16;7.072,47;7.164,75;3.579.350.000
07.03.2011;7.137,81;7.270,81;7.127,31;7.161,93;2.831.080.000
04.03.2011;7.262,54;7.311,25;7.157,12;7.178,9;3.299.440.000
03.03.2011;7.225,23;7.294,04;7.191,14;7.225,96;3.175.120.000
02.03.2011;7.169,04;7.202,58;7.122,69;7.181,12;3.640.860.000
01.03.2011;7.309,8;7.356,33;7.214,23;7.223,3;3.685.250.000
28.02.2011;7.173,59;7.305,49;7.148,94;7.272,32;3.590.610.000
25.02.2011;7.139,88;7.194,02;7.114,16;7.185,17;3.343.760.000
24.02.2011;7.134,7;7.156,05;7.093,91;7.130,5;4.698.910.000
23.02.2011;7.295,12;7.310,73;7.183,3;7.194,6;3.670.570.000
22.02.2011;7.293,11;7.350,95;7.259,67;7.318,35;3.915.910.000
21.02.2011;7.412,06;7.441,82;7.310,69;7.321,81;3.243.053.000
18.02.2011;7.422,11;7.427,3;7.335,09;7.426,81;4.438.768.000
17.02.2011;7.429;7.434,93;7.364,04;7.405,51;3.732.006.000
16.02.2011;7.414,23;7.438,42;7.399,82;7.414,3;4.565.231.000
15.02.2011;7.397,68;7.420,69;7.376,24;7.400,04;3.603.803.000
14.02.2011;7.403,83;7.424,36;7.378,41;7.396,63;2.662.359.000
11.02.2011;7.320,07;7.390,48;7.283,87;7.371,2;3.385.731.000
10.02.2011;7.323;7.340,87;7.269,53;7.340,28;3.655.206.000
09.02.2011;7.318,65;7.350,78;7.310,44;7.320,9;2.848.363.000
08.02.2011;7.274,17;7.324,98;7.273,01;7.323,24;3.555.585.000
07.02.2011;7.222,05;7.287,66;7.214,06;7.283,62;3.153.234.000
04.02.2011;7.216,66;7.226,51;7.186,24;7.216,21;3.129.337.000
03.02.2011;7.175,75;7.198,98;7.144,08;7.193,68;3.484.351.000
02.02.2011;7.202,62;7.222,13;7.160,36;7.183,67;4.050.057.000
01.02.2011;7.133,34;7.190,75;7.105,41;7.184,27;3.892.193.000
31.01.2011;7.094,56;7.107,37;7.033,09;7.077,48;3.116.648.000
28.01.2011;7.155,47;7.177,23;7.102,8;7.102,8;3.327.799.000
27.01.2011;7.119,71;7.180,15;7.114,53;7.155,58;3.847.379.000
26.01.2011;7.092,89;7.160,86;7.087,25;7.127,35;3.809.063.000
25.01.2011;7.096,84;7.102,08;7.043,64;7.059,01;5.120.838.000
24.01.2011;7.080,78;7.089,34;7.000,41;7.067,77;4.944.592.000
21.01.2011;7.047,7;7.122,89;7.023,69;7.062,42;5.800.979.000
20.01.2011;7.074,89;7.084,24;7.008,62;7.024,27;4.850.992.000
19.01.2011;7.163,37;7.165;7.077,23;7.082,76;3.669.737.000
18.01.2011;7.100,48;7.156,25;7.099,12;7.143,45;3.704.404.000
17.01.2011;7.072,75;7.087,43;7.055,83;7.078,06;2.477.270.000
14.01.2011;7.055,42;7.083,02;7.015,35;7.075,7;4.172.680.000
13.01.2011;7.075,35;7.084,07;7.036,48;7.075,11;4.400.825.000
12.01.2011;6.958,84;7.070,4;6.958,64;7.068,78;3.843.431.000
11.01.2011;6.879,39;6.951,18;6.860,52;6.941,57;3.661.716.000
10.01.2011;6.920,36;6.941,39;6.835,74;6.857,06;2.837.951.000
07.01.2011;6.991,21;7.010,65;6.939,88;6.947,84;2.959.401.000
06.01.2011;6.949,37;7.047,59;6.949,37;6.981,39;3.020.661.000
05.01.2011;6.966,08;6.966,97;6.843,07;6.939,82;4.253.722.000
04.01.2011;6.980,2;7.025,56;6.952,02;6.975,35;2.879.354.000
03.01.2011;6.973,39;7.026,62;6.969,83;6.989,74;2.032.365.000
30.12.2010;6.996,56;7.008,12;6.897,22;6.914,19;1.353.647.000
29.12.2010;6.989,54;7.008,31;6.981,79;6.995,47;1.261.070.000
28.12.2010;6.984,85;6.990,81;6.957,65;6.972,1;1.159.933.000
27.12.2010;7.055,32;7.056,34;6.943,05;6.970,73;1.548.368.000
23.12.2010;7.083,08;7.083,08;7.042,64;7.057,69;1.336.109.000
22.12.2010;7.079,22;7.084,1;7.067,71;7.067,92;1.846.048.000
21.12.2010;7.045,25;7.087,84;7.043,02;7.077,99;2.273.732.000
20.12.2010;7.000,38;7.068,56;6.992,67;7.018,6;2.504.330.000
17.12.2010;7.042,83;7.043,15;6.980,18;6.982,45;6.467.864.000
16.12.2010;7.012,99;7.033,03;6.992,28;7.024,4;2.518.247.000
15.12.2010;7.007,49;7.029,74;6.964,13;7.016,37;3.151.928.000
14.12.2010;7.024,79;7.032,61;7.011,29;7.027,4;2.351.763.000
13.12.2010;7.027,58;7.044,8;7.017,6;7.029,39;2.312.440.000
10.12.2010;6.987,69;7.018,11;6.973,32;7.006,17;2.883.086.000
09.12.2010;7.018,3;7.021,31;6.947,93;6.964,16;4.530.238.000
08.12.2010;6.976,19;7.013,48;6.956,67;6.975,87;3.096.657.000
07.12.2010;6.987,88;7.042,67;6.962,1;7.001,91;2.121.146.000
06.12.2010;6.970,24;6.971,95;6.926,57;6.954,38;1.668.054.000
03.12.2010;6.947,31;6.977,91;6.914,5;6.947,72;2.193.544.000
02.12.2010;6.895,77;6.958,69;6.840,65;6.957,61;2.514.906.000
01.12.2010;6.748,36;6.868,81;6.736,69;6.866,63;2.160.781.000
30.11.2010;6.732,59;6.763,52;6.657,72;6.688,49;4.061.476.000
29.11.2010;6.867,77;6.907,6;6.697,97;6.697,97;3.879.146.000
26.11.2010;6.842,39;6.871,48;6.778,6;6.848,98;3.143.815.000
25.11.2010;6.833,23;6.885,79;6.823,19;6.879,66;2.627.373.000
24.11.2010;6.740,11;6.833,7;6.701,98;6.823,8;3.724.692.000
23.11.2010;6.791,82;6.827,83;6.705;6.705;3.512.818.000
22.11.2010;6.892,02;6.901,93;6.805,97;6.822,05;2.906.445.000
19.11.2010;6.841,37;6.854,09;6.794,43;6.843,55;3.532.318.000
18.11.2010;6.765,7;6.835,54;6.754,4;6.832,11;2.928.028.000
17.11.2010;6.658,99;6.705,19;6.653,8;6.700,07;2.476.237.000
16.11.2010;6.750,39;6.772,01;6.663,21;6.663,24;3.330.570.000
15.11.2010;6.705,13;6.812,96;6.679,69;6.790,17;3.442.517.000
12.11.2010;6.650,92;6.758,28;6.618,22;6.734,61;3.704.080.000
11.11.2010;6.747,8;6.750,39;6.700,68;6.723,41;3.409.020.000
10.11.2010;6.759,59;6.783,69;6.684,34;6.719,84;4.117.724.000
09.11.2010;6.742,05;6.810,86;6.736,63;6.787,81;3.240.687.000
08.11.2010;6.746,44;6.759,41;6.728,35;6.750,5;2.533.983.000
05.11.2010;6.743,68;6.774,93;6.712,47;6.754,2;3.476.552.000
04.11.2010;6.677,8;6.757,29;6.676,42;6.734,69;3.983.966.000
03.11.2010;6.666,07;6.682,91;6.604,75;6.617,8;2.729.384.000
02.11.2010;6.600,41;6.668,93;6.597,46;6.654,31;2.399.268.000
01.11.2010;6.637,09;6.670,9;6.586,01;6.604,86;2.535.579.000
29.10.2010;6.585,97;6.630,98;6.569,25;6.601,37;3.197.314.000
28.10.2010;6.600,28;6.644,43;6.576,02;6.595,28;3.415.455.000
27.10.2010;6.591,24;6.629,13;6.553,31;6.568;3.735.190.000
26.10.2010;6.634,24;6.645,7;6.580,65;6.613,8;3.111.653.000
25.10.2010;6.645,45;6.668,54;6.625,83;6.639,21;2.354.720.000
22.10.2010;6.594,9;6.623,52;6.586,4;6.605,84;2.329.516.000
21.10.2010;6.514,99;6.621,84;6.504,66;6.611,01;3.047.887.000
20.10.2010;6.470,3;6.527,85;6.461,48;6.524,55;2.628.282.000
19.10.2010;6.508,36;6.544,79;6.472,19;6.490,69;2.993.974.000
18.10.2010;6.465,83;6.533,83;6.462,59;6.516,63;2.565.342.000
15.10.2010;6.478;6.512,78;6.438,78;6.492,3;4.257.957.000
14.10.2010;6.446,32;6.485,71;6.445,32;6.455,27;3.180.433.000
13.10.2010;6.339,76;6.456,27;6.335,22;6.434,52;3.937.052.000
12.10.2010;6.257,03;6.316,77;6.228,39;6.304,57;2.927.710.000
11.10.2010;6.308,43;6.325,31;6.289,36;6.309,51;2.030.515.000
08.10.2010;6.269,48;6.295,09;6.239,65;6.291,67;3.066.018.000
07.10.2010;6.278,61;6.321,79;6.233,14;6.276,25;3.047.960.000
06.10.2010;6.248,81;6.289,56;6.242,52;6.270,73;3.584.686.000
05.10.2010;6.132,12;6.233,45;6.115,87;6.215,83;3.307.851.000
04.10.2010;6.205;6.210,25;6.128,54;6.134,21;2.855.223.000
01.10.2010;6.244,06;6.293,09;6.187,22;6.211,34;3.988.428.000
30.09.2010;6.214,02;6.339,06;6.204,69;6.229,02;3.850.219.000
29.09.2010;6.296,28;6.326,34;6.223,14;6.246,92;3.473.036.000
28.09.2010;6.258,2;6.311,92;6.198,13;6.276,09;3.405.785.000
27.09.2010;6.307,87;6.324,09;6.272,17;6.278,89;2.853.405.000
24.09.2010;6.173,89;6.310,28;6.146,42;6.298,3;3.655.138.000
23.09.2010;6.252,31;6.263,74;6.129,44;6.184,71;3.233.716.000
22.09.2010;6.286,33;6.297,4;6.192,43;6.208,33;3.870.460.000
21.09.2010;6.281,98;6.339,97;6.275,98;6.275,98;3.646.702.000
20.09.2010;6.231,28;6.301,63;6.219,85;6.294,58;2.842.505.000
17.09.2010;6.296,93;6.321,03;6.186,69;6.209,76;7.379.453.000
16.09.2010;6.255,14;6.280,9;6.234,2;6.249,65;2.927.387.000
15.09.2010;6.282,52;6.288,15;6.227,2;6.261,87;2.788.059.000
14.09.2010;6.261,78;6.287,69;6.231,38;6.275,41;3.192.834.000
13.09.2010;6.258,54;6.290,87;6.231,52;6.261,68;2.865.628.000
10.09.2010;6.186,22;6.224,65;6.182,56;6.214,77;2.956.435.000
09.09.2010;6.141,84;6.233,07;6.133,99;6.221,52;2.813.279.000
08.09.2010;6.100,03;6.180,38;6.062,65;6.164,44;2.722.204.000
07.09.2010;6.136,92;6.138,93;6.083,2;6.117,89;2.089.653.000
06.09.2010;6.156,29;6.164,93;6.140,98;6.155,04;1.788.883.000
03.09.2010;6.091,66;6.178;6.088,26;6.134,62;2.807.551.000
02.09.2010;6.071,56;6.103,81;6.052,55;6.083,85;2.743.480.000
01.09.2010;5.936,94;6.087,94;5.876,43;6.083,9;3.394.208.000
31.08.2010;5.846,03;5.925,81;5.833,51;5.925,22;2.830.749.000
30.08.2010;5.973,98;5.978,19;5.889,84;5.912,41;1.374.530.000
27.08.2010;5.899,99;5.957,32;5.845,49;5.951,17;2.530.650.000
26.08.2010;5.937,27;5.948,91;5.896,52;5.912,58;2.301.691.000
25.08.2010;5.925,48;5.954,96;5.837,9;5.899,5;2.965.649.000
24.08.2010;5.962,87;5.975,83;5.869,77;5.935,44;2.628.672.000
23.08.2010;6.017,19;6.055,23;5.995,37;6.010,91;1.963.339.000
20.08.2010;6.079,56;6.097,35;5.999,79;6.005,16;3.102.373.000
19.08.2010;6.216,33;6.229,46;6.070,83;6.075,13;3.059.489.000
18.08.2010;6.183,12;6.216,55;6.155,56;6.186,31;2.279.846.000
17.08.2010;6.125,32;6.215,35;6.123,79;6.206,4;2.601.609.000
16.08.2010;6.132,78;6.156,57;6.062,29;6.110,57;2.094.197.000
13.08.2010;6.163,11;6.168,71;6.068,82;6.110,41;2.663.788.000
12.08.2010;6.141,9;6.173,42;6.098,12;6.135,17;3.040.997.000
11.08.2010;6.234,6;6.236,57;6.143,63;6.154,07;3.016.861.000
10.08.2010;6.315,87;6.333,21;6.247,62;6.286,25;2.408.877.000
09.08.2010;6.326,62;6.356,41;6.318,12;6.351,6;2.156.816.000
06.08.2010;6.361,09;6.386,97;6.244,69;6.259,63;3.544.647.000
05.08.2010;6.332,82;6.382,56;6.321,38;6.333,58;3.350.979.000
04.08.2010;6.287,65;6.361,67;6.264,39;6.331,33;2.922.816.000
03.08.2010;6.281,77;6.310,32;6.265,61;6.307,91;2.836.189.000
02.08.2010;6.187,64;6.304,26;6.182,92;6.292,13;3.077.584.000
30.07.2010;6.123,41;6.184,54;6.059,19;6.147,97;3.051.766.000
29.07.2010;6.202,78;6.243,42;6.124,45;6.134,7;3.235.714.000
28.07.2010;6.238,71;6.249,16;6.147,57;6.178,94;2.864.290.000
27.07.2010;6.211,1;6.253,6;6.190,04;6.207,31;4.007.927.000
26.07.2010;6.201,02;6.201,09;6.131,91;6.194,21;1.937.921.000
23.07.2010;6.125,04;6.190,24;6.112,6;6.166,34;2.477.087.000
22.07.2010;5.971,09;6.148,13;5.961,86;6.142,15;3.017.029.000
21.07.2010;6.011,72;6.060,49;5.978,63;5.990,38;2.278.473.000
20.07.2010;6.039,16;6.052,51;5.906,17;5.967,49;2.543.358.000
19.07.2010;6.034,87;6.083,12;5.993,71;6.009,11;2.274.086.000
16.07.2010;6.165,51;6.205,44;6.031,84;6.040,27;4.193.597.000
15.07.2010;6.187,78;6.248,07;6.127,36;6.149,36;2.996.129.000
14.07.2010;6.215,23;6.226,54;6.161,13;6.209,76;2.588.983.000
13.07.2010;6.079,18;6.200,82;6.076,14;6.191,13;3.132.722.000
12.07.2010;6.079,95;6.118,16;6.061,86;6.109,95;1.006.794.000
09.07.2010;6.070,47;6.078,56;6.039,31;6.065,24;2.145.637.000
08.07.2010;6.028,59;6.057,52;6.006,68;6.035,66;3.019.657.000
07.07.2010;5.896,18;5.997,67;5.848,66;5.992,86;3.104.687.000
06.07.2010;5.845,78;5.995,64;5.842,47;5.940,98;2.893.631.000
05.07.2010;5.853,75;5.861,05;5.809,37;5.816,2;1.568.063.000
02.07.2010;5.885,22;5.941,22;5.833,12;5.834,15;2.749.054.000
01.07.2010;5.885,61;5.953,84;5.827,25;5.857,43;3.741.413.000
30.06.2010;5.975,82;6.001,03;5.938,2;5.965,52;2.946.377.000
29.06.2010;6.061,68;6.068,82;5.935,65;5.952,03;3.396.070.000
28.06.2010;6.097,37;6.168,99;6.059,83;6.157,22;2.230.020.000
25.06.2010;6.116,23;6.149,87;6.039,61;6.070,6;2.846.858.000
24.06.2010;6.232,38;6.235,48;6.097,08;6.115,48;3.040.839.000
23.06.2010;6.219,2;6.271,85;6.178,84;6.204,52;2.629.251.000
22.06.2010;6.254,86;6.295,58;6.216,39;6.269,04;2.493.606.000
21.06.2010;6.320,41;6.330,81;6.263,89;6.292,97;2.693.207.000
18.06.2010;6.223,88;6.256,55;6.189,71;6.216,98;8.481.291.000
17.06.2010;6.181,77;6.241,36;6.164,99;6.223,54;3.135.669.000
16.06.2010;6.203,01;6.207,11;6.143,18;6.190,91;3.232.823.000
15.06.2010;6.089,32;6.194,18;6.089,32;6.175,05;2.974.130.000
14.06.2010;6.113,46;6.137,25;6.093,38;6.125;2.816.301.000
11.06.2010;6.045,87;6.083,59;5.983,28;6.047,83;3.507.495.000
10.06.2010;5.959,11;6.089,43;5.925,06;6.056,59;3.681.656.000
09.06.2010;5.895,94;5.993,93;5.832,97;5.984,75;3.327.301.000
08.06.2010;5.916,86;5.922,95;5.799,43;5.868,55;4.778.016.000
07.06.2010;5.876,48;5.954,47;5.851,93;5.904,95;3.233.716.000
04.06.2010;6.081,67;6.114,58;5.912,9;5.938,88;3.659.967.000
03.06.2010;6.075,68;6.101,82;6.046,38;6.054,63;2.784.287.000
02.06.2010;5.923,03;5.992,21;5.869,7;5.981,2;2.730.876.000
01.06.2010;5.943,94;6.011,9;5.834,07;5.981,27;3.259.614.000
31.05.2010;5.933,58;5.993,94;5.931,2;5.964,33;1.286.982.000
28.05.2010;5.962,84;5.980,78;5.927,32;5.946,18;3.040.045.000
27.05.2010;5.802,64;5.952,21;5.802,36;5.937,14;5.607.880.000
26.05.2010;5.735,46;5.828,23;5.721,07;5.758,02;4.607.920.000
25.05.2010;5.659,59;5.690,25;5.607,69;5.670,04;4.818.917.000
24.05.2010;5.858,45;5.872,07;5.733,57;5.805,68;2.443.202.000
21.05.2010;5.833,44;5.872,65;5.689,8;5.829,25;11.587.856.000
20.05.2010;6.023,11;6.043,84;5.780,79;5.867,88;5.720.151.000
19.05.2010;6.092,02;6.124,53;5.972,17;5.988,67;5.138.458.000
18.05.2010;6.144,08;6.181,26;6.113,87;6.155,93;3.421.603.000
17.05.2010;6.029,91;6.151,54;6.026,32;6.066,92;4.049.686.000
